source,target,weight,source_community,target_community
sql,oracle,87.13826986156899,0,0
sql,plsql,26.230983374393585,0,0
bash,shell,32.070376656092115,10,10
bash,git,29.840445766924983,10,10
git,jenkins,39.77803622570551,10,2
git,github,87.21964246099864,10,10
c++,c,30.341581071883272,4,4
c++,qt,78.75928046651394,4,4
c++,python,57.15857405623158,4,4
c,python,46.36509077387072,4,4
c,embedded,36.02337467321895,4,4
python,django,34.71286507120063,4,4
python,flask,57.15857405623158,4,4
python,machine-learning,47.97788760375011,4,4
python,r,43.954259225314345,4,4
laravel,vue.js,23.201095658265963,3,3
wordpress,drupal,21.619803035260286,3,3
jenkins,maven,25.11618282046237,2,12
django,flask,50.984730766476574,4,4
django,postgresql,32.52356510452292,4,9
postgresql,redis,26.04945930410044,9,9
postgresql,ruby-on-rails,25.041214810765112,9,9
postgresql,ruby,39.812105148516856,9,9
maven,eclipse,39.90817378554484,12,12
maven,hibernate,27.964591852574834,12,12
maven,spring-mvc,25.11618282046237,12,12
maven,spring,57.84183152642191,12,12
redis,elasticsearch,20.23882304372428,9,9
vba,excel,42.73172932305638,5,5
vba,excel-vba,22.91619071652686,5,5
excel,excel-vba,39.37662666227728,5,5
redux,react-native,47.3281575555596,9,9
jsp,hibernate,24.39914442262329,12,12
jsp,spring-mvc,33.56735910485145,12,12
jsp,spring,75.53660009612221,12,12
hibernate,spring-boot,59.75548884052987,12,12
hibernate,web-services,23.782469883653217,12,12
hibernate,spring-mvc,47.00636375705097,12,12
hibernate,java-ee,23.075440145975143,12,12
hibernate,spring,23.602587607535277,12,12
spring-boot,spring,33.47708077913068,12,12
spring-boot,spring-mvc,26.52860759980952,12,12
web-services,spring,20.62957734085586,12,12
spring-mvc,java-ee,44.23362023021944,12,12
spring-mvc,spring,28.87017059988903,12,12
java-ee,spring,24.68172813218768,12,12
swift,iphone,28.723178220098205,6,6
swift,objective-c,46.619090898232265,6,6
swift,xcode,66.67420569975171,6,6
osx,objective-c,47.49277338891457,6,6
osx,windows,50.56672861589973,6,10
objective-c,iphone,36.79192549817867,6,6
objective-c,xcode,35.71297781108102,6,6
iphone,xcode,30.34794743352026,6,6
windows,powershell,21.153243249312748,10,10
machine-learning,r,57.84183152642191,4,4
r,matlab,26.729771309673534,4,4
oracle,plsql,22.40615464900445,0,0
regex,perl,25.049498396111403,7,7
ruby-on-rails,ruby,20.62957734085586,9,9
testing,selenium,42.721668458812765,13,13
